x,y,z,old_gid,gid,dim1,dim2,dim3,dim01
1897.099,21299.393,38.186,898,7720,2,2,2,2
1897.012,21299.387,38.186,898,7720,2,2,2,2
1897.036,21299.43,38.187,898,7720,2,2,2,2
1897.047,21299.471,38.185,898,7720,2,2,2,2
1897.113,21299.395,38.188,898,7720,2,2,2,2
1897.108,21299.393,38.185,898,7720,2,2,2,2
1897.008,21299.387,38.186,898,7720,2,2,2,2
1897.051,21299.389,38.189,898,7720,2,2,2,2
1897.046,21299.43,38.189,898,7720,2,2,2,2
1897.07,21299.391,38.186,898,7720,2,2,2,2
1897.07,21299.432,38.187,898,7720,2,2,2,2
1897.109,21299.475,38.187,898,7720,2,2,2,2
1897.109,21299.434,38.186,898,7720,2,2,2,2
1897.008,21299.467,38.187,898,7720,2,2,2,2
1897.07,21299.471,38.186,898,7720,2,2,2,2
1897.008,21299.428,38.188,898,7720,2,2,2,2
1897.055,21299.391,38.188,898,7720,2,2,2,2
1897.017,21299.387,38.188,898,7720,2,2,2,2
1897.017,21299.428,38.188,898,7720,2,2,2,2
1897.065,21299.391,38.185,898,7720,2,2,2,2
1897.056,21299.471,38.186,898,7720,2,2,2,2
1897.118,21299.395,38.183,898,7720,2,2,2,2
1897.061,21299.471,38.188,898,7720,2,2,2,2
1897.104,21299.434,38.185,898,7720,2,2,2,2
1897.003,21299.426,38.186,898,7720,2,2,2,2
1897.026,21299.389,38.189,898,7720,2,2,2,2
1897.022,21299.428,38.189,898,7720,2,2,2,2
1897.113,21299.434,38.185,898,7720,2,2,2,2
1897.051,21299.471,38.189,898,7720,2,2,2,2
1897.094,21299.434,38.187,898,7720,2,2,2,2
1897.08,21299.473,38.185,898,7720,2,2,2,2
1897.041,21299.389,38.183,898,7720,2,2,2,2
1897.104,21299.475,38.187,898,7720,2,2,2,2
1897.079,21299.391,38.183,898,7720,2,2,2,2
1897.123,21299.436,38.184,898,7720,2,2,2,2
1897.123,21299.475,38.185,898,7720,2,2,2,2
1897.114,21299.475,38.185,898,7720,2,2,2,2
1897.003,21299.467,38.188,898,7720,2,2,2,2
1897.103,21299.393,38.189,898,7720,2,2,2,2
1897.118,21299.475,38.187,898,7720,2,2,2,2
1897.075,21299.432,38.188,898,7720,2,2,2,2
1897.06,21299.43,38.189,898,7720,2,2,2,2
1897.089,21299.432,38.189,898,7720,2,2,2,2
1897.084,21299.393,38.188,898,7720,2,2,2,2
1897.085,21299.473,38.189,898,7720,2,2,2,2
1897.084,21299.432,38.188,898,7720,2,2,2,2
1897.06,21299.391,38.182,898,7720,2,2,2,2
1897.066,21299.471,38.187,898,7720,2,2,2,2
1897.046,21299.389,38.189,898,7720,2,2,2,2
1897.118,21299.434,38.183,898,7720,2,2,2,2
1897.003,21299.387,38.191,898,7720,2,2,2,2
1897.037,21299.469,38.181,898,7720,2,2,2,2
1897.032,21299.469,38.187,898,7720,2,2,2,2
1897.041,21299.43,38.187,898,7720,2,2,2,2
1897.094,21299.473,38.185,898,7720,2,2,2,2
1897.051,21299.43,38.187,898,7720,2,2,2,2
1897.094,21299.393,38.187,898,7720,2,2,2,2
1897.022,21299.387,38.189,898,7720,2,2,2,2
1897.027,21299.428,38.185,898,7720,2,2,2,2
1897.013,21299.467,38.188,898,7720,2,2,2,2
1897.023,21299.469,38.188,898,7720,2,2,2,2
1897.123,21299.395,38.183,898,7720,2,2,2,2
1897.032,21299.428,38.19,898,7720,2,2,2,2
1897.056,21299.43,38.187,898,7720,2,2,2,2
1896.683,21298.555,38.194,898,7740,2,2,2,2
1896.659,21298.553,38.192,898,7740,2,2,2,2
1896.658,21298.514,38.193,898,7740,2,2,2,2
1896.712,21298.557,38.189,898,7740,2,2,2,2
1896.712,21298.516,38.196,898,7740,2,2,2,2
1896.644,21298.553,38.193,898,7740,2,2,2,2
1896.703,21298.557,38.194,898,7740,2,2,2,2
1896.664,21298.555,38.193,898,7740,2,2,2,2
1896.703,21298.598,38.193,898,7740,2,2,2,2
1896.64,21298.594,38.189,898,7740,2,2,2,2
1896.726,21298.518,38.192,898,7740,2,2,2,2
1896.727,21298.559,38.194,898,7740,2,2,2,2
1896.639,21298.512,38.192,898,7740,2,2,2,2
1896.702,21298.516,38.193,898,7740,2,2,2,2
1896.664,21298.594,38.192,898,7740,2,2,2,2
1896.668,21298.514,38.193,898,7740,2,2,2,2
1896.723,21298.598,38.195,898,7740,2,2,2,2
1896.693,21298.557,38.194,898,7740,2,2,2,2
1896.63,21298.592,38.19,898,7740,2,2,2,2
1896.732,21298.559,38.194,898,7740,2,2,2,2
1896.693,21298.516,38.195,898,7740,2,2,2,2
1896.669,21298.555,38.193,898,7740,2,2,2,2
1896.674,21298.596,38.191,898,7740,2,2,2,2
1896.733,21298.6,38.193,898,7740,2,2,2,2
1896.698,21298.596,38.191,898,7740,2,2,2,2
1896.633,21298.512,38.187,898,7740,2,2,2,2
1896.654,21298.512,38.195,898,7740,2,2,2,2
1896.673,21298.514,38.192,898,7740,2,2,2,2
1896.736,21298.518,38.196,898,7740,2,2,2,2
1896.634,21298.553,38.192,898,7740,2,2,2,2
1896.629,21298.551,38.191,898,7740,2,2,2,2
1896.693,21298.596,38.191,898,7740,2,2,2,2
1896.717,21298.518,38.195,898,7740,2,2,2,2
1896.649,21298.512,38.194,898,7740,2,2,2,2
1896.747,21298.6,38.192,898,7740,2,2,2,2
1896.684,21298.596,38.192,898,7740,2,2,2,2
1896.737,21298.559,38.193,898,7740,2,2,2,2
1896.688,21298.555,38.194,898,7740,2,2,2,2
1896.707,21298.516,38.194,898,7740,2,2,2,2
1896.722,21298.557,38.192,898,7740,2,2,2,2
1896.659,21298.594,38.191,898,7740,2,2,2,2
1896.717,21298.557,38.19,898,7740,2,2,2,2
1896.674,21298.555,38.193,898,7740,2,2,2,2
1896.722,21298.518,38.195,898,7740,2,2,2,2
1896.683,21298.514,38.193,898,7740,2,2,2,2
1896.718,21298.598,38.194,898,7740,2,2,2,2
1896.741,21298.518,38.194,898,7740,2,2,2,2
1896.746,21298.559,38.194,898,7740,2,2,2,2
1896.688,21298.516,38.194,898,7740,2,2,2,2
1896.708,21298.557,38.191,898,7740,2,2,2,2
1896.708,21298.598,38.194,898,7740,2,2,2,2
1896.663,21298.514,38.19,898,7740,2,2,2,2
1896.669,21298.596,38.192,898,7740,2,2,2,2
1896.746,21298.52,38.194,898,7740,2,2,2,2
1896.698,21298.557,38.195,898,7740,2,2,2,2
1896.677,21298.514,38.188,898,7740,2,2,2,2
1896.645,21298.594,38.194,898,7740,2,2,2,2
1896.713,21298.598,38.192,898,7740,2,2,2,2
1896.728,21298.598,38.192,898,7740,2,2,2,2
1896.65,21298.594,38.19,898,7740,2,2,2,2
1896.649,21298.553,38.193,898,7740,2,2,2,2
1896.655,21298.594,38.191,898,7740,2,2,2,2
1896.697,21298.516,38.194,898,7740,2,2,2,2
1896.643,21298.512,38.192,898,7740,2,2,2,2
1896.737,21298.6,38.192,898,7740,2,2,2,2
1896.679,21298.596,38.191,898,7740,2,2,2,2
1896.689,21298.596,38.192,898,7740,2,2,2,2
1896.742,21298.6,38.193,898,7740,2,2,2,2
1896.678,21298.555,38.191,898,7740,2,2,2,2
1896.731,21298.518,38.191,898,7740,2,2,2,2
1896.635,21298.592,38.19,898,7740,2,2,2,2
1896.654,21298.553,38.192,898,7740,2,2,2,2
1896.742,21298.559,38.194,898,7740,2,2,2,2
1896.639,21298.553,38.192,898,7740,2,2,2,2
1896.629,21298.512,38.193,898,7740,2,2,2,2
1896.871,21301.859,38.161,901,7760,2,2,2,2
1896.814,21301.816,38.163,901,7760,2,2,2,2
1896.781,21301.813,38.161,901,7760,2,2,2,2
1896.838,21301.816,38.161,901,7760,2,2,2,2
1896.781,21301.773,38.164,901,7760,2,2,2,2
1896.833,21301.777,38.159,901,7760,2,2,2,2
1896.852,21301.857,38.161,901,7760,2,2,2,2
1896.799,21301.854,38.16,901,7760,2,2,2,2
1896.766,21301.773,38.161,901,7760,2,2,2,2
1896.766,21301.852,38.161,901,7760,2,2,2,2
1896.766,21301.813,38.16,901,7760,2,2,2,2
1896.79,21301.814,38.164,901,7760,2,2,2,2
1896.79,21301.773,38.164,901,7760,2,2,2,2
1896.79,21301.854,38.159,901,7760,2,2,2,2
1896.828,21301.777,38.16,901,7760,2,2,2,2
1896.852,21301.818,38.161,901,7760,2,2,2,2
1896.842,21301.777,38.164,901,7760,2,2,2,2
1896.828,21301.816,38.162,901,7760,2,2,2,2
1896.857,21301.818,38.161,901,7760,2,2,2,2
1896.799,21301.814,38.157,901,7760,2,2,2,2
1896.828,21301.855,38.161,901,7760,2,2,2,2
1896.818,21301.816,38.164,901,7760,2,2,2,2
1896.823,21301.816,38.161,901,7760,2,2,2,2
1896.795,21301.773,38.162,901,7760,2,2,2,2
1896.871,21301.818,38.164,901,7760,2,2,2,2
1896.824,21301.775,38.16,901,7760,2,2,2,2
1896.818,21301.855,38.162,901,7760,2,2,2,2
1896.757,21301.813,38.16,901,7760,2,2,2,2
1896.862,21301.779,38.161,901,7760,2,2,2,2
1896.785,21301.814,38.163,901,7760,2,2,2,2
1896.861,21301.859,38.161,901,7760,2,2,2,2
1896.857,21301.779,38.165,901,7760,2,2,2,2
1896.804,21301.775,38.164,901,7760,2,2,2,2
1896.756,21301.852,38.16,901,7760,2,2,2,2
1896.866,21301.779,38.164,901,7760,2,2,2,2
1896.762,21301.771,38.16,901,7760,2,2,2,2
1896.852,21301.777,38.163,901,7760,2,2,2,2
1896.842,21301.816,38.159,901,7760,2,2,2,2
1896.776,21301.773,38.161,901,7760,2,2,2,2
1896.809,21301.855,38.16,901,7760,2,2,2,2
1896.785,21301.773,38.162,901,7760,2,2,2,2
1896.78,21301.854,38.159,901,7760,2,2,2,2
1896.8,21301.775,38.162,901,7760,2,2,2,2
1896.804,21301.855,38.16,901,7760,2,2,2,2
1896.757,21301.771,38.16,901,7760,2,2,2,2
1896.833,21301.816,38.16,901,7760,2,2,2,2
1896.804,21301.814,38.16,901,7760,2,2,2,2
1896.833,21301.857,38.161,901,7760,2,2,2,2
1896.856,21301.857,38.162,901,7760,2,2,2,2
1896.819,21301.775,38.162,901,7760,2,2,2,2
1896.843,21301.857,38.161,901,7760,2,2,2,2
1896.771,21301.852,38.161,901,7760,2,2,2,2
1896.752,21301.771,38.158,901,7760,2,2,2,2
1896.866,21301.818,38.163,901,7760,2,2,2,2
1896.871,21301.779,38.161,901,7760,2,2,2,2
1896.847,21301.857,38.157,901,7760,2,2,2,2
1896.838,21301.857,38.163,901,7760,2,2,2,2
1896.847,21301.818,38.164,901,7760,2,2,2,2
1896.809,21301.814,38.163,901,7760,2,2,2,2
1896.785,21301.854,38.16,901,7760,2,2,2,2
1896.866,21301.859,38.161,901,7760,2,2,2,2
1896.814,21301.775,38.162,901,7760,2,2,2,2
1896.795,21301.814,38.163,901,7760,2,2,2,2
1896.776,21301.854,38.161,901,7760,2,2,2,2
1896.752,21301.852,38.162,901,7760,2,2,2,2
1896.814,21301.855,38.157,901,7760,2,2,2,2
1896.771,21301.773,38.162,901,7760,2,2,2,2
1896.809,21301.775,38.162,901,7760,2,2,2,2
1896.847,21301.777,38.162,901,7760,2,2,2,2
1896.771,21301.813,38.162,901,7760,2,2,2,2
1896.761,21301.852,38.162,901,7760,2,2,2,2
1896.752,21301.811,38.163,901,7760,2,2,2,2
1896.861,21301.818,38.162,901,7760,2,2,2,2
1896.794,21301.854,38.159,901,7760,2,2,2,2
1896.761,21301.813,38.162,901,7760,2,2,2,2
1896.838,21301.777,38.161,901,7760,2,2,2,2
1896.823,21301.855,38.162,901,7760,2,2,2,2
1896.776,21301.813,38.163,901,7760,2,2,2,2
1896.564,21301.68,38.16,901,7780,2,2,2,2
1896.584,21301.682,38.161,901,7780,2,2,2,2
1896.53,21301.678,38.16,901,7780,2,2,2,2
1896.53,21301.639,38.16,901,7780,2,2,2,2
1896.588,21301.641,38.162,901,7780,2,2,2,2
1896.574,21301.721,38.16,901,7780,2,2,2,2
1896.54,21301.639,38.159,901,7780,2,2,2,2
1896.516,21301.676,38.159,901,7780,2,2,2,2
1896.515,21301.637,38.161,901,7780,2,2,2,2
1896.603,21301.643,38.161,901,7780,2,2,2,2
1896.603,21301.723,38.158,901,7780,2,2,2,2
1896.579,21301.68,38.161,901,7780,2,2,2,2
1896.578,21301.641,38.159,901,7780,2,2,2,2
1896.54,21301.678,38.16,901,7780,2,2,2,2
1896.536,21301.717,38.159,901,7780,2,2,2,2
1896.516,21301.717,38.159,901,7780,2,2,2,2
1896.598,21301.682,38.16,901,7780,2,2,2,2
1896.55,21301.719,38.159,901,7780,2,2,2,2
1896.607,21301.643,38.16,901,7780,2,2,2,2
1896.608,21301.723,38.159,901,7780,2,2,2,2
1896.569,21301.68,38.161,901,7780,2,2,2,2
1896.501,21301.635,38.16,901,7780,2,2,2,2
1896.549,21301.639,38.16,901,7780,2,2,2,2
1896.618,21301.684,38.164,901,7780,2,2,2,2
1896.506,21301.637,38.161,901,7780,2,2,2,2
1896.545,21301.678,38.16,901,7780,2,2,2,2
1896.57,21301.719,38.16,901,7780,2,2,2,2
1896.573,21301.641,38.161,901,7780,2,2,2,2
1896.512,21301.715,38.161,901,7780,2,2,2,2
1896.511,21301.676,38.157,901,7780,2,2,2,2
1896.521,21301.676,38.161,901,7780,2,2,2,2
1896.613,21301.684,38.163,901,7780,2,2,2,2
1896.612,21301.643,38.161,901,7780,2,2,2,2
1896.603,21301.682,38.161,901,7780,2,2,2,2
1896.511,21301.637,38.161,901,7780,2,2,2,2
1896.507,21301.715,38.161,901,7780,2,2,2,2
1896.56,21301.719,38.16,901,7780,2,2,2,2
1896.618,21301.723,38.161,901,7780,2,2,2,2
1896.617,21301.643,38.161,901,7780,2,2,2,2
1896.54,21301.717,38.155,901,7780,2,2,2,2
1896.569,21301.641,38.16,901,7780,2,2,2,2
1896.594,21301.721,38.161,901,7780,2,2,2,2
1896.598,21301.643,38.16,901,7780,2,2,2,2
1896.565,21301.719,38.162,901,7780,2,2,2,2
1896.521,21301.717,38.158,901,7780,2,2,2,2
1896.56,21301.68,38.16,901,7780,2,2,2,2
1896.525,21301.637,38.16,901,7780,2,2,2,2
1896.584,21301.721,38.155,901,7780,2,2,2,2
1896.52,21301.637,38.158,901,7780,2,2,2,2
1896.622,21301.684,38.161,901,7780,2,2,2,2
1896.535,21301.639,38.159,901,7780,2,2,2,2
1896.593,21301.682,38.16,901,7780,2,2,2,2
1896.613,21301.723,38.159,901,7780,2,2,2,2
1896.531,21301.717,38.159,901,7780,2,2,2,2
1896.608,21301.682,38.161,901,7780,2,2,2,2
1896.583,21301.641,38.16,901,7780,2,2,2,2
1896.554,21301.639,38.159,901,7780,2,2,2,2
1896.574,21301.68,38.16,901,7780,2,2,2,2
1896.623,21301.723,38.162,901,7780,2,2,2,2
1896.559,21301.639,38.158,901,7780,2,2,2,2
1896.599,21301.721,38.161,901,7780,2,2,2,2
1896.546,21301.719,38.161,901,7780,2,2,2,2
1896.622,21301.645,38.163,901,7780,2,2,2,2
1896.526,21301.717,38.156,901,7780,2,2,2,2
1896.535,21301.678,38.159,901,7780,2,2,2,2
1896.544,21301.639,38.161,901,7780,2,2,2,2
1896.506,21301.676,38.16,901,7780,2,2,2,2
1896.588,21301.682,38.159,901,7780,2,2,2,2
1896.502,21301.715,38.161,901,7780,2,2,2,2
1896.593,21301.643,38.159,901,7780,2,2,2,2
1896.564,21301.641,38.16,901,7780,2,2,2,2
1896.55,21301.678,38.162,901,7780,2,2,2,2
1896.554,21301.68,38.157,901,7780,2,2,2,2
1896.589,21301.721,38.159,901,7780,2,2,2,2
1896.579,21301.721,38.16,901,7780,2,2,2,2
1896.525,21301.678,38.157,901,7780,2,2,2,2
1896.555,21301.719,38.161,901,7780,2,2,2,2
1896.501,21301.676,38.159,901,7780,2,2,2,2
1897.375,21301.854,38.153,901,7800,2,2,2,2
1897.309,21301.809,38.152,901,7800,2,2,2,2
1897.278,21301.807,38.157,901,7800,2,2,2,2
1897.284,21301.768,38.155,901,7800,2,2,2,2
1897.334,21301.811,38.154,901,7800,2,2,2,2
1897.334,21301.771,38.152,901,7800,2,2,2,2
1897.265,21301.846,38.149,901,7800,2,2,2,2
1897.349,21301.771,38.154,901,7800,2,2,2,2
1897.349,21301.813,38.154,901,7800,2,2,2,2
1897.329,21301.771,38.153,901,7800,2,2,2,2
1897.269,21301.768,38.153,901,7800,2,2,2,2
1897.288,21301.768,38.156,901,7800,2,2,2,2
1897.329,21301.85,38.154,901,7800,2,2,2,2
1897.264,21301.807,38.155,901,7800,2,2,2,2
1897.278,21301.848,38.157,901,7800,2,2,2,2
1897.328,21301.811,38.156,901,7800,2,2,2,2
1897.29,21301.809,38.152,901,7800,2,2,2,2
1897.35,21301.852,38.152,901,7800,2,2,2,2
1897.319,21301.77,38.154,901,7800,2,2,2,2
1897.294,21301.848,38.153,901,7800,2,2,2,2
1897.359,21301.773,38.156,901,7800,2,2,2,2
1897.255,21301.846,38.151,901,7800,2,2,2,2
1897.319,21301.85,38.153,901,7800,2,2,2,2
1897.359,21301.852,38.154,901,7800,2,2,2,2
1897.298,21301.77,38.156,901,7800,2,2,2,2
1897.299,21301.809,38.152,901,7800,2,2,2,2
1897.258,21301.766,38.156,901,7800,2,2,2,2
1897.319,21301.811,38.155,901,7800,2,2,2,2
1897.259,21301.807,38.156,901,7800,2,2,2,2
1897.323,21301.771,38.157,901,7800,2,2,2,2
1897.36,21301.813,38.153,901,7800,2,2,2,2
1897.313,21301.77,38.156,901,7800,2,2,2,2
1897.344,21301.771,38.154,901,7800,2,2,2,2
1897.339,21301.852,38.152,901,7800,2,2,2,2
1897.253,21301.766,38.157,901,7800,2,2,2,2
1897.284,21301.807,38.154,901,7800,2,2,2,2
1897.269,21301.807,38.156,901,7800,2,2,2,2
1897.304,21301.85,38.154,901,7800,2,2,2,2
1897.309,21301.77,38.154,901,7800,2,2,2,2
1897.273,21301.768,38.156,901,7800,2,2,2,2
1897.284,21301.848,38.155,901,7800,2,2,2,2
1897.259,21301.846,38.152,901,7800,2,2,2,2
1897.34,21301.811,38.149,901,7800,2,2,2,2
1897.254,21301.805,38.155,901,7800,2,2,2,2
1897.308,21301.85,38.156,901,7800,2,2,2,2
1897.274,21301.807,38.155,901,7800,2,2,2,2
1897.314,21301.85,38.153,901,7800,2,2,2,2
1897.344,21301.852,38.154,901,7800,2,2,2,2
1897.274,21301.848,38.155,901,7800,2,2,2,2
1897.344,21301.813,38.154,901,7800,2,2,2,2
1897.304,21301.809,38.154,901,7800,2,2,2,2
1897.294,21301.768,38.153,901,7800,2,2,2,2
1897.278,21301.768,38.155,901,7800,2,2,2,2
1897.303,21301.77,38.155,901,7800,2,2,2,2
1897.37,21301.773,38.153,901,7800,2,2,2,2
1897.314,21301.811,38.154,901,7800,2,2,2,2
1897.269,21301.846,38.154,901,7800,2,2,2,2
1897.288,21301.848,38.156,901,7800,2,2,2,2
1897.365,21301.813,38.15,901,7800,2,2,2,2
1897.37,21301.813,38.154,901,7800,2,2,2,2
1897.354,21301.773,38.154,901,7800,2,2,2,2
1897.265,21301.766,38.151,901,7800,2,2,2,2
1897.37,21301.854,38.151,901,7800,2,2,2,2
1897.365,21301.854,38.153,901,7800,2,2,2,2
1897.339,21301.771,38.154,901,7800,2,2,2,2
1897.295,21301.809,38.15,901,7800,2,2,2,2
1897.298,21301.848,38.155,901,7800,2,2,2,2
1897.364,21301.773,38.155,901,7800,2,2,2,2
1897.334,21301.852,38.154,901,7800,2,2,2,2
1897.324,21301.85,38.155,901,7800,2,2,2,2
1897.375,21301.814,38.153,901,7800,2,2,2,2
1897.355,21301.852,38.152,901,7800,2,2,2,2
1897.355,21301.813,38.15,901,7800,2,2,2,2
1897.324,21301.811,38.154,901,7800,2,2,2,2
1897.374,21301.773,38.155,901,7800,2,2,2,2
1899.255,21298.609,39.017,3260,7820,1,1.807,1.778,
1899.108,21298.801,38.637,3260,7840,1.585,1.585,1,1.585
1899.111,21298.801,38.689,3260,7840,1.585,1.585,1,1.585
1899.124,21298.844,38.673,3260,7840,1.585,1.585,1,1.585
1899.11,21298.801,38.712,3260,7840,1.585,1.585,1,1.585
1899.102,21298.801,38.673,3260,7840,1.585,1.585,1,1.585
1899.091,21298.76,38.657,3260,7840,1.585,1.585,1,1.585
1899.125,21298.844,38.68,3260,7840,1.585,1.585,1,1.585
1899.09,21298.76,38.725,3260,7840,1.585,1.585,1,1.585
1899.104,21298.801,38.648,3260,7840,1.585,1.585,1,1.585
1899.092,21298.76,38.686,3260,7840,1.585,1.585,1,1.585
1899.108,21298.801,38.683,3260,7840,1.585,1.585,1,1.585
1899.111,21298.801,38.741,3260,7840,1.585,1.585,1,1.585
1899.092,21298.76,38.747,3260,7840,1.585,1.585,1,1.585
1899.091,21298.76,38.68,3260,7840,1.585,1.585,1,1.585
1899.1,21298.801,38.659,3260,7840,1.585,1.585,1,1.585
1899.104,21298.801,38.678,3260,7840,1.585,1.585,1,1.585
1899.09,21298.76,38.718,3260,7840,1.585,1.585,1,1.585
1899.092,21298.76,38.739,3260,7840,1.585,1.585,1,1.585
1899.093,21298.76,38.731,3260,7840,1.585,1.585,1,1.585
1899.123,21298.844,38.666,3260,7840,1.585,1.585,1,1.585
1899.1,21298.801,38.667,3260,7840,1.585,1.585,1,1.585
1891.317,21299.443,39.593,5211,7860,2,1.585,1.624,1
1891.313,21299.443,39.53,5211,7860,2,1.585,1.624,1
1891.265,21299.48,39.553,5211,7860,2,1.585,1.624,1
1891.311,21299.443,39.543,5211,7860,2,1.585,1.624,1
1891.316,21299.443,39.618,5211,7860,2,1.585,1.624,1
1891.319,21299.443,39.606,5211,7860,2,1.585,1.624,1
1891.282,21299.48,39.543,5211,7860,2,1.585,1.624,1
1891.308,21299.441,39.505,5211,7860,2,1.585,1.624,1
1891.312,21299.443,39.567,5211,7860,2,1.585,1.624,1
1891.314,21299.443,39.519,5211,7860,2,1.585,1.624,1
1891.313,21299.443,39.555,5211,7860,2,1.585,1.624,1
1891.318,21299.443,39.581,5211,7860,2,1.585,1.624,1
1891.116,21299.23,39.9,5211,7880,2,2,1.585,
1891.116,21299.23,39.9,5211,7880,2,2,1.585,
1890.502,21298.51,40.171,5211,7920,2,2,1.883,1
1890.54,21298.594,40.172,5211,7920,2,2,1.883,1
1890.54,21298.594,40.172,5211,7920,2,2,1.883,1
1890.592,21299.281,39.926,5211,7940,2,2,1.833,1
1890.533,21299.318,39.97,5211,7940,2,2,1.833,1
1891.346,21298.844,40.316,5211,7960,2,1.459,1.295,1
1891.349,21298.803,40.322,5211,7960,2,1.459,1.295,1
1891.351,21298.762,40.316,5211,7960,2,1.459,1.295,1
1891.34,21298.842,40.304,5211,7960,2,1.459,1.295,1
1891.339,21298.762,40.304,5211,7960,2,1.459,1.295,1
1891.346,21298.803,40.31,5211,7960,2,1.459,1.295,1
1891.343,21298.803,40.298,5211,7960,2,1.459,1.295,1
1891.343,21298.803,40.298,5211,7960,2,1.459,1.295,1
1891.349,21298.803,40.322,5211,7960,2,1.459,1.295,1
1890.584,21298.676,39.841,5211,7980,2,2,1.833,1
1890.574,21298.715,39.861,5211,7980,2,2,1.833,1
1890.574,21298.715,39.861,5211,7980,2,2,1.833,1
1890.584,21298.676,39.841,5211,7980,2,2,1.833,1
1891.096,21299.311,39.875,5211,8000,2,1.907,1.708,2
1891.1,21299.311,39.862,5211,8000,2,1.907,1.708,2
1891.015,21299.305,39.752,5211,8000,2,1.907,1.708,2
1891.11,21299.311,39.787,5211,8000,2,1.907,1.708,2
1891.097,21299.35,39.843,5211,8000,2,1.907,1.708,2
1891.101,21299.352,39.805,5211,8000,2,1.907,1.708,2
1891.112,21299.352,39.832,5211,8000,2,1.907,1.708,2
1891.013,21299.346,39.874,5211,8000,2,1.907,1.708,2
1891.013,21299.346,39.874,5211,8000,2,1.907,1.708,2
1891.387,21300.365,39.601,5212,8020,2,1,1.7,2
1891.401,21300.287,39.545,5212,8020,2,1,1.7,2
1891.394,21300.365,39.518,5212,8020,2,1,1.7,2
1891.397,21300.326,39.513,5212,8020,2,1,1.7,2
1891.393,21300.326,39.621,5212,8020,2,1,1.7,2
1891.396,21300.326,39.562,5212,8020,2,1,1.7,2
1891.389,21300.365,39.565,5212,8020,2,1,1.7,2
1891.396,21300.326,39.501,5212,8020,2,1,1.7,2
1891.403,21300.287,39.557,5212,8020,2,1,1.7,2
1891.399,21300.326,39.586,5212,8020,2,1,1.7,2
1891.388,21300.365,39.577,5212,8020,2,1,1.7,2
1891.387,21300.365,39.553,5212,8020,2,1,1.7,2
1891.397,21300.326,39.525,5212,8020,2,1,1.7,2
1891.4,21300.287,39.52,5212,8020,2,1,1.7,2
1891.392,21300.287,39.616,5212,8020,2,1,1.7,2
1891.403,21300.287,39.581,5212,8020,2,1,1.7,2
1891.4,21300.287,39.593,5212,8020,2,1,1.7,2
1891.388,21300.365,39.529,5212,8020,2,1,1.7,2
1891.402,21300.287,39.533,5212,8020,2,1,1.7,2
1891.396,21300.326,39.549,5212,8020,2,1,1.7,2
1891.392,21300.326,39.61,5212,8020,2,1,1.7,2
1891.385,21300.365,39.589,5212,8020,2,1,1.7,2
1891.387,21300.365,39.614,5212,8020,2,1,1.7,2
1891.385,21300.365,39.541,5212,8020,2,1,1.7,2
1891.395,21300.287,39.604,5212,8020,2,1,1.7,2
1891.398,21300.326,39.598,5212,8020,2,1,1.7,2
1891.396,21300.326,39.537,5212,8020,2,1,1.7,2
1891.399,21300.287,39.568,5212,8020,2,1,1.7,2
1891.401,21300.287,39.508,5212,8020,2,1,1.7,2
1891.397,21300.326,39.574,5212,8020,2,1,1.7,2
1891.396,21300.365,39.506,5212,8020,2,1,1.7,2
1891.221,21299.918,39.887,5212,8040,2,1.585,1.7,2.585
1891.222,21299.998,39.945,5212,8040,2,1.585,1.7,2.585
1891.173,21299.955,39.975,5212,8040,2,1.585,1.7,2.585
1891.22,21299.879,39.882,5212,8040,2,1.585,1.7,2.585
1891.183,21299.916,39.983,5212,8040,2,1.585,1.7,2.585
1891.153,21299.875,39.914,5212,8040,2,1.585,1.7,2.585
1891.234,21299.879,39.97,5212,8040,2,1.585,1.7,2.585
1891.231,21299.918,39.876,5212,8040,2,1.585,1.7,2.585
1891.213,21299.879,39.993,5212,8040,2,1.585,1.7,2.585
1891.248,21299.959,39.956,5212,8040,2,1.585,1.7,2.585
1891.241,21299.879,39.958,5212,8040,2,1.585,1.7,2.585
1891.229,21299.959,39.967,5212,8040,2,1.585,1.7,2.585
1891.211,21299.877,39.981,5212,8040,2,1.585,1.7,2.585
1891.241,21299.879,39.958,5212,8040,2,1.585,1.7,2.585
1891.183,21299.916,39.971,5212,8040,2,1.585,1.7,2.585
1891.076,21299.789,39.603,5212,8060,2,1.907,1.708,2.585
1891.009,21299.824,39.548,5212,8060,2,1.907,1.708,2.585
1891.005,21299.824,39.612,5212,8060,2,1.907,1.708,2.585
1891.121,21299.832,39.526,5212,8060,2,1.907,1.708,2.585
1891.115,21299.832,39.615,5212,8060,2,1.907,1.708,2.585
1891.066,21299.867,39.588,5212,8060,2,1.907,1.708,2.585
1891.124,21299.832,39.59,5212,8060,2,1.907,1.708,2.585
1891.065,21299.867,39.523,5212,8060,2,1.907,1.708,2.585
1891.12,21299.791,39.571,5212,8060,2,1.907,1.708,2.585
1891.078,21299.75,39.623,5212,8060,2,1.907,1.708,2.585
1891.029,21299.865,39.557,5212,8060,2,1.907,1.708,2.585
1891.114,21299.83,39.576,5212,8060,2,1.907,1.708,2.585
1891.116,21299.791,39.583,5212,8060,2,1.907,1.708,2.585
1891.005,21299.865,39.566,5212,8060,2,1.907,1.708,2.585
